"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","212","25,086","6,296","1,458"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","283","68,060","16,266","4,150"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","706","320,989","80,087","22,728"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","318","390,920","96,515","21,964"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","95","213,732","52,298","12,065"
"Georgia","722511","Full-service restaurants","S-corporations ","All establishments","2018","3,374","1,308,344","310,220","69,029"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","753","45,808","6,382","1,266"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","526","67,237","16,383","3,606"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","786","204,138","50,082","11,070"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","1,018","568,688","136,905","31,163"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","253","305,364","73,207","15,822"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","33","77,349","18,297","4,214"
"Georgia","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2018","4","25,423","5,792","1,168"
"Georgia","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","702","169,426","38,504","9,944"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","348","15,290","1,952","555"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","116","9,390","2,363","746"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","96","16,624","4,173","1,257"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","86","50,318","10,949","2,632"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","47","58,855","14,564","3,581"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2018","9","18,949","4,503","1,173"
"Georgia","722511","Full-service restaurants","Partnerships","All establishments","2018","1,277","643,837","151,734","33,009"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","306","28,046","1,522","329"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","119","13,219","2,940","775"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","191","43,453","11,194","2,772"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","450","256,004","63,057","14,488"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","199","265,176","63,959","12,964"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","11","31,984","7,767","1,346"
"Georgia","722511","Full-service restaurants","Non-profit","All establishments","2018","4","1,864","219","74"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","11","27,535","6,299","877"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2018","8","21,060","4,847","658"
"Hawaii","722511","Full-service restaurants","All establishments","All establishments","2018","1,273","950,646","237,082","38,963"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","257","22,693","2,418","427"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","177","24,920","6,336","1,222"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","245","70,543","17,489","3,389"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","344","242,793","61,773","10,672"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","190","323,275","81,933","13,176"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","54","190,359","47,146","7,552"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2018","5","55,117","14,413","1,689"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","397","329,270","82,080","13,785"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","63","7,971","648","103"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","54","8,470","2,219","371"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","77","24,853","6,229","1,085"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","119","85,233","21,276","3,640"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","60","105,268","26,888","4,163"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","21","60,861","15,037","2,940"
"Hawaii","722511","Full-service restaurants","S-corporations ","All establishments","2018","442","281,490","69,253","11,341"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","85","7,061","967","171"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","65","9,182","2,310","445"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","99","28,679","7,016","1,328"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","121","86,915","21,994","3,705"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","60","97,117","23,484","3,986"
"Hawaii","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","11","33,931","8,522","1,292"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","148","46,295","11,950","2,368"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","59","2,201","481","100"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","26","2,884","727","177"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","30","7,871","1,977","447"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","22","13,228","3,413","691"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","10","16,319","4,394","820"
"Hawaii","722511","Full-service restaurants","Partnerships","All establishments","2018","282","288,980","72,662","11,271"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","50","5,460","322","53"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","32","4,384","1,080","229"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","39","9,140","2,267","529"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","80","55,097","14,533","2,555"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","58","102,280","26,587","4,090"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","21","91,775","22,629","3,187"
"Hawaii","722511","Full-service restaurants","Non-profit","All establishments","2018","4","4,611","1,137","198"
"Idaho","722511","Full-service restaurants","All establishments","All establishments","2018","1,329","448,912","103,470","25,128"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","319","17,441","1,663","451"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","213","21,772","5,005","1,446"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","326","70,575","16,347","4,493"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","369","199,592","47,620","11,368"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","90","106,726","25,333","5,705"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","12","32,806","7,502","1,665"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","184","109,613","26,372","6,048"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","17","605","71","18"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","20","2,495","681","135"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","35","7,555","1,772","548"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","70","40,070","9,645","2,172"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","36","41,405","10,178","2,293"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","6","17,483","4,025","882"
"Idaho","722511","Full-service restaurants","S-corporations ","All establishments","2018","554","207,460","47,077","11,052"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","85","8,037","536","144"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","81","9,727","2,152","559"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","173","41,547","9,594","2,365"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","185","101,941","24,189","5,682"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","25","32,038","7,385","1,617"
"Idaho","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","5","14,170","3,221","685"
"Idaho","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","235","29,889","6,655","2,076"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","108","3,414","488","149"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","53","3,573","859","344"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","46","8,040","1,800","611"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","21","7,854","1,825","552"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","7","7,008","1,683","420"
"Idaho","722511","Full-service restaurants","Partnerships","All establishments","2018","352","101,285","23,202","5,891"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","106","5,318","552","138"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","59","5,977","1,313","408"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","72","13,433","3,181","969"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","93","49,727","11,961","2,962"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","21","25,677","5,939","1,316"
"Illinois","722511","Full-service restaurants","All establishments","All establishments","2018","9,851","4,436,722","1,028,983","212,218"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","2,751","181,781","20,741","4,549"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","1,652","188,933","44,706","11,160"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","1,947","477,866","113,182","27,432"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","2,366","1,445,774","346,985","75,286"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","895","1,234,070","294,320","59,376"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","233","830,516","190,117","31,443"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2018","6","51,991","12,362","2,100"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","2,468","1,286,843","304,010","61,259"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","721","36,333","5,478","1,210"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","455","50,999","11,974","3,002"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","413","102,022","24,173","5,843"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","422","289,078","70,234","14,098"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","360","493,022","118,786","24,203"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","97","315,389","73,365","12,903"
"Illinois","722511","Full-service restaurants","S-corporations ","All establishments","2018","4,926","1,713,431","401,870","87,929"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","1,283","73,180","11,191","2,339"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","875","105,933","25,607","6,006"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","1,149","292,533","68,681","16,343"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","1,315","745,022","178,322","40,050"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","256","332,566","79,554","16,414"
"Illinois","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","46","148,781","34,866","6,187"
"Illinois","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","876","220,066","50,688","12,782"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","392","15,721","1,853","601"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","168","14,332","3,105","1,104"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","121","19,849","4,931","1,597"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","127","70,564","16,394","4,054"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","58","69,740","17,674","4,007"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2018","10","29,860","6,731","1,419"
"Illinois","722511","Full-service restaurants","Partnerships","All establishments","2018","1,576","1,215,001","272,122","50,182"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","352","56,252","2,166","395"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","153","17,506","3,987","1,040"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","264","63,462","15,397","3,649"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","501","340,187","81,828","17,030"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","221","338,742","78,306","14,752"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","80","336,486","75,155","10,934"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2018","4","36,575","8,713","1,510"
"Illinois","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","3","1,292","286","65"
"Indiana","722511","Full-service restaurants","All establishments","All establishments","2018","4,692","1,913,765","452,689","114,976"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","990","54,345","6,545","1,640"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","744","77,283","18,148","5,089"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","965","213,946","51,162","13,695"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","1,311","672,931","160,704","42,040"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","568","631,727","153,453","37,532"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","112","255,512","60,970","14,435"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","977","578,062","139,132","33,200"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","179","9,822","1,621","325"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","143","15,304","3,576","964"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","141","33,848","7,885","2,034"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","237","144,035","34,089","8,258"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","225","260,128","64,350","14,906"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","50","106,904","25,904","6,168"
"Indiana","722511","Full-service restaurants","S-corporations ","All establishments","2018","2,203","780,404","182,150","46,453"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","369","23,884","2,555","636"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","360","40,240","9,859","2,516"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","577","131,165","31,690","8,198"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","735","362,039","85,997","22,682"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","134","144,523","34,237","8,647"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","28","78,553","17,812","3,774"
"Indiana","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","587","122,491","28,809","9,355"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","234","7,253","1,194","401"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","117","8,727","2,102","775"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","80","13,247","3,195","1,086"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","99","39,252","9,304","3,175"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","53","46,733","11,220","3,454"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2018","4","7,279","1,794","464"
"Indiana","722511","Full-service restaurants","Partnerships","All establishments","2018","904","416,483","99,500","25,379"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","204","12,535","1,075","271"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","122","11,894","2,522","824"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","161","33,746","8,096","2,301"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","238","125,598","30,946","7,861"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","149","169,934","41,401","10,093"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","30","62,776","15,460","4,029"
"Indiana","722511","Full-service restaurants","Non-profit","All establishments","2018","5","476","92","37"
"Indiana","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2018","3","319","73","34"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","16","15,849","3,006","552"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2018","3","1,621","223","42"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2018","7","10,409","2,245","432"
"Iowa","722511","Full-service restaurants","All establishments","All establishments","2018","2,495","734,492","173,370","46,775"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","666","31,733","3,588","1,055"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","454","39,425","9,919","3,085"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","586","111,473","26,740","8,214"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","558","261,925","61,941","16,987"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","194","209,990","51,801","12,829"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","37","79,946","19,381","4,605"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","410","188,176","45,829","11,437"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","78","3,085","484","141"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","57","5,906","1,599","394"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","105","22,451","5,372","1,523"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","89","43,532","10,417","2,774"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","66","81,316","20,249","4,697"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","15","31,886","7,708","1,908"
"Iowa","722511","Full-service restaurants","S-corporations ","All establishments","2018","1,052","319,483","73,830","20,136"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","201","13,614","1,438","337"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","186","19,270","4,706","1,283"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","285","59,338","13,957","4,070"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","308","145,999","34,332","9,312"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","63","57,431","13,575","3,939"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","9","23,831","5,822","1,195"
"Iowa","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","508","54,172","12,395","4,309"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","244","7,413","952","370"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","124","7,735","1,912","825"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","93","12,560","3,123","1,217"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","35","9,780","2,486","932"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","10","13,017","3,032","742"
"Iowa","722511","Full-service restaurants","Partnerships","All establishments","2018","523","172,603","41,302","10,884"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","142","7,608","711","205"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","86","6,469","1,691","576"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","103","17,124","4,288","1,404"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","126","62,614","14,706","3,969"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","55","58,226","14,945","3,451"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","11","20,562","4,961","1,279"
"Kansas","722511","Full-service restaurants","All establishments","All establishments","2018","2,197","774,679","185,109","46,725"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","609","30,638","3,675","946"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","382","39,029","8,597","2,624"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","425","85,656","20,871","5,866"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","489","235,272","58,449","15,155"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","249","277,046","68,082","16,436"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","42","93,775","22,751","5,294"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","392","199,827","49,297","11,704"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","74","4,082","818","132"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","63","6,884","1,729","445"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","80","19,230","4,636","1,123"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","83","37,456","9,403","2,497"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","74","89,310","22,373","5,189"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","18","42,865","10,338","2,318"
"Kansas","722511","Full-service restaurants","S-corporations ","All establishments","2018","767","295,840","70,065","17,589"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","133","10,704","1,070","207"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","128","17,653","3,482","920"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","177","36,634","9,130","2,497"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","228","115,112","28,429","6,986"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","92","94,398","23,184","5,782"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","9","21,339","4,770","1,197"
"Kansas","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","496","71,278","16,587","4,838"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","248","8,051","1,136","403"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","113","7,963","2,022","736"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","67","10,752","2,658","898"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","49","22,895","5,606","1,523"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","18","19,785","4,724","1,185"
