"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS Code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Delaware","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","248","189,945","39,690","7,795"
"Delaware","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","104","172,521","35,752","7,123"
"Delaware","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","16","43,401","9,975","2,039"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","137","80,092","17,793","3,210"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","36","4,095","514","45"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","26","4,915","906","175"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","25","7,582","1,747","332"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","32","24,666","5,631","993"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","14","28,063","6,366","1,127"
"Delaware","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","4","10,771","2,629","538"
"Delaware","722511","Full-service restaurants","S-corporations","All establishments","2022","380","219,698","43,329","8,511"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","73","9,484","973","129"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","70","14,892","2,771","457"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","81","29,553","5,660","1,133"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","114","83,801","16,734","3,500"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","34","59,033","11,828","2,247"
"Delaware","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","8","22,935","5,363","1,045"
"Delaware","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","86","42,817","8,995","1,733"
"Delaware","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","20","1,122","115","24"
"Delaware","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","16","2,152","406","100"
"Delaware","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","12","4,862","853","173"
"Delaware","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","29","20,216","4,634","840"
"Delaware","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","9","14,465","2,987","596"
"Delaware","722511","Full-service restaurants","Partnerships","All establishments","2022","280","183,983","34,905","7,136"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","72","13,792","571","83"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","31","8,673","1,441","212"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","53","19,601","3,648","770"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","73","61,262","12,691","2,462"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","47","70,960","14,571","3,153"
"Delaware","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","4","9,695","1,983","456"
"District of Columbia","722511","Full-service restaurants","All establishments","All establishments","2022","935","963,949","185,187","25,156"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","184","28,527","1,603","229"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","138","36,855","6,742","986"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","193","101,645","20,321","2,725"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","282","325,315","65,385","9,037"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","101","259,317","50,880","6,920"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","34","180,300","34,256","4,484"
"District of Columbia","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","3","31,990","6,000","775"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","148","221,534","43,747","5,827"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","31","2,795","407","68"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","24","5,656","902","163"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","29","16,530","3,951","414"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","25","31,739","6,061","873"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","21","54,046","11,008","1,465"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","15","78,778","15,418","2,069"
"District of Columbia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2022","3","31,990","6,000","775"
"District of Columbia","722511","Full-service restaurants","S-corporations","All establishments","2022","289","217,094","42,654","5,641"
"District of Columbia","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","57","6,812","659","92"
"District of Columbia","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","55","15,258","2,962","405"
"District of Columbia","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","72","34,638","7,172","1,009"
"District of Columbia","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","83","93,350","19,621","2,582"
"District of Columbia","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","20","56,371","10,769","1,335"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","71","70,591","13,285","1,954"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","24","1,914","88","18"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","15","2,859","610","106"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","5","3,302","456","76"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","15","18,575","3,639","523"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","7","14,691","2,643","498"
"District of Columbia","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2022","5","29,250","5,849","733"
"District of Columbia","722511","Full-service restaurants","Partnerships","All establishments","2022","424","448,111","84,380","11,467"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","72","17,006","449","51"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","44","13,082","2,268","312"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","87","47,175","8,742","1,226"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","158","181,495","36,028","5,008"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","53","134,209","26,460","3,622"
"District of Columbia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","10","55,144","10,433","1,248"
"Florida","722511","Full-service restaurants","All establishments","All establishments","2022","18,055","12,055,008","2,922,053","433,180"
"Florida","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","4,813","452,365","52,413","7,899"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","2,688","474,131","116,092","18,288"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","3,232","1,192,235","294,701","45,639"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","4,713","3,745,673","924,029","147,223"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","2,077","3,922,272","981,559","140,436"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","518","2,044,756","507,386","68,917"
"Florida","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","13","154,428","33,825","4,202"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","3,638","3,533,726","840,652","125,108"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","930","76,414","11,273","1,497"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","382","67,318","17,242","2,533"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","493","199,385","48,920","7,161"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","829","717,881","169,686","27,883"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","782","1,524,250","371,872","54,657"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","212","775,845","190,756","28,022"
"Florida","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2022","9","103,485","18,855","2,779"
"Florida","722511","Full-service restaurants","S-corporations","All establishments","2022","9,334","5,124,095","1,256,623","186,907"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","2,378","212,511","29,552","4,519"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","1,659","295,717","73,532","11,371"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","1,993","749,651","184,614","28,002"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","2,426","1,933,024","481,577","74,434"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","710","1,265,423","318,664","46,103"
"Florida","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","166","638,771","160,916","21,785"
"Florida","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","1,185","547,531","127,000","22,997"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","406","34,547","2,876","576"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","154","21,222","5,000","1,021"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","142","39,271","9,999","1,953"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","367","220,507","53,926","10,705"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","101","172,392","40,456","6,616"
"Florida","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2022","15","59,592","14,743","2,126"
"Florida","722511","Full-service restaurants","Partnerships","All establishments","2022","3,872","2,837,618","694,986","97,673"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","1,091","128,253","8,596","1,292"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","491","89,237","20,160","3,353"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","600","202,594","50,866","8,468"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","1,080","867,297","217,239","33,867"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","483","957,744","249,952","32,979"
"Florida","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","125","570,548","140,971","16,984"
"Florida","722511","Full-service restaurants","Non-profit","All establishments","2022","14","5,971","1,379","233"
"Florida","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2022","6","595","114","14"
"Florida","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2022","4","2,441","544","107"
"Florida","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2022","12","6,067","1,413","262"
"Florida","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2022","7","4,523","1,057","227"
"Georgia","722511","Full-service restaurants","All establishments","All establishments","2022","7,918","4,098,077","933,760","169,699"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","2,010","179,272","21,105","3,261"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","1,145","194,830","45,038","7,726"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","1,602","557,231","135,042","23,128"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","2,304","1,601,718","369,583","70,157"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","737","1,190,344","275,774","49,618"
"Georgia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","119","370,655","86,136","15,573"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","1,799","1,192,066","286,095","52,779"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","341","28,831","4,096","588"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","239","40,757","9,479","1,634"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","368","146,723","38,409","5,893"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","499","331,912","79,211","15,587"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","288","471,510","112,763","20,777"
"Georgia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","64","172,333","42,137","8,300"
"Georgia","722511","Full-service restaurants","S-corporations","All establishments","2022","3,795","1,764,679","399,411","70,208"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","912","79,448","11,788","1,689"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","646","113,990","26,864","4,354"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","864","300,591","70,921","11,966"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","1,101","785,380","179,608","32,828"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","241","384,304","87,241","15,222"
"Georgia","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","31","100,966","22,989","4,149"
"Georgia","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","782","245,835","52,816","11,609"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","329","18,658","2,197","492"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","108","16,343","3,119","702"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","102","25,441","5,866","1,411"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","200","113,942","25,917","5,822"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","40","56,421","12,587","2,713"
"Georgia","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2022","3","15,030","3,130","469"
"Georgia","722511","Full-service restaurants","Partnerships","All establishments","2022","1,524","859,631","187,524","34,093"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","425","52,077","3,002","490"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","152","23,740","5,576","1,036"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","267","84,342","19,802","3,838"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","498","365,393","83,541","15,696"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","162","256,797","58,445","10,377"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","19","73,255","16,076","2,420"
"Georgia","722511","Full-service restaurants","Non-profit","All establishments","2022","4","3,468","795","118"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2022","14","32,398","7,119","892"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2022","5","4,149","1,132","198"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2022","5","18,913","4,119","438"
"Hawaii","722511","Full-service restaurants","All establishments","All establishments","2022","1,218","943,848","205,092","28,729"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","283","42,076","3,628","474"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","216","39,473","9,359","1,473"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","256","102,177","23,754","3,530"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","303","297,393","66,228","9,330"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","125","262,850","57,729","8,030"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","31","138,395","30,714","4,361"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","3","43,001","9,157","994"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","353","287,302","61,803","9,500"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","82","10,314","1,045","136"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","44","8,827","1,961","283"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","83","34,486","7,801","1,124"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","99","100,768","21,991","3,003"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","30","65,676","13,431","1,982"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","13","37,591","8,744","2,033"
"Hawaii","722511","Full-service restaurants","S-corporations","All establishments","2022","487","306,521","66,729","9,127"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","103","19,504","1,653","178"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","117","21,064","4,975","801"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","107","44,873","10,453","1,482"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","115","112,650","25,217","3,563"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","43","83,669","18,991","2,666"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","126","47,859","10,956","1,696"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","52","2,354","495","95"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","23","4,250","1,034","172"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","23","8,120","1,861","299"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","21","17,068","4,229","613"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","6","11,916","2,485","410"
"Hawaii","722511","Full-service restaurants","Partnerships","All establishments","2022","249","299,510","64,972","8,335"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","45","9,875","435","65"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","32","5,332","1,389","217"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","43","14,698","3,639","625"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","66","64,280","14,159","2,080"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","46","101,589","22,822","2,972"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","16","88,703","19,407","2,069"
"Hawaii","722511","Full-service restaurants","Non-profit","All establishments","2022","3","2,656","632","71"
"Idaho","722511","Full-service restaurants","All establishments","All establishments","2022","1,331","595,686","135,305","26,577"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","303","21,975","2,018","446"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","209","29,823","6,828","1,458"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","300","91,283","20,944","4,243"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","403","254,927","59,230","11,947"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","100","141,708","32,961","6,360"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","16","55,970","13,324","2,123"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","153","114,582","26,956","5,435"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","18","1,711","182","35"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","13","1,662","457","88"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","26","8,619","2,066","387"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","55","35,512","8,150","1,793"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","34","43,907","10,545","2,211"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","7","23,171","5,556","921"
"Idaho","722511","Full-service restaurants","S-corporations","All establishments","2022","608","301,638","68,781","12,642"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","96","9,145","890","147"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","106","16,516","3,887","758"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","155","51,838","12,049","2,179"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","206","141,924","33,220","6,120"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","36","49,416","10,967","2,236"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","9","32,799","7,768","1,202"
"Idaho","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","240","48,727","10,960","2,765"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","96","4,626","538","149"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","39","3,999","997","251"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","40","9,200","2,033","555"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","61","24,561","5,785","1,560"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","4","6,341","1,607","250"
"Idaho","722511","Full-service restaurants","Partnerships","All establishments","2022","328","130,039","28,406","5,678"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","93","6,493","408","115"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","50","7,630","1,471","354"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","79","21,626","4,796","1,122"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","81","52,930","12,075","2,474"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","25","41,360","9,656","1,613"
"Illinois","722511","Full-service restaurants","All establishments","All establishments","2022","9,899","5,140,652","1,090,922","182,198"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","2,829","227,059","27,761","4,820"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","1,829","291,985","66,293","12,282"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","2,113","713,089","160,871","29,127"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","2,318","1,860,061","404,710","71,007"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","649","1,259,302","268,173","43,327"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","158","752,284","155,669","20,637"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","3","36,872","7,445","998"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","2,360","1,453,803","319,324","50,800"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","750","50,899","8,023","1,303"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","457","70,805","16,142","2,990"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","392","131,632","30,516","5,263"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","441","386,358","84,690","14,357"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","246","476,961","107,132","17,149"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","73","325,143","70,127","9,303"
"Illinois","722511","Full-service restaurants","S-corporations","All establishments","2022","5,005","2,100,210","458,437","80,443"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","1,318","95,075","14,569","2,467"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","954","159,524","36,500","6,515"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","1,262","436,222","97,886","17,478"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","1,230","928,713","205,924","36,723"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","208","352,674","76,275","12,976"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","33","128,002","27,283","4,284"
