"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS Code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Georgia","722511","Full-service restaurants","Partnerships","All establishments","2021","1,462","774,713","149,791","31,133"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","415","41,120","2,319","443"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","149","25,647","4,939","1,007"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","258","85,507","17,239","3,659"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","489","345,624","69,561","15,077"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","138","215,483","43,798","8,877"
"Georgia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","11","42,418","8,559","1,456"
"Georgia","722511","Full-service restaurants","Non-profit","All establishments","2021","4","2,913","523","112"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","14","28,060","5,771","932"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2021","4","2,851","634","162"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2021","5","13,851","2,919","403"
"Georgia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 100 to 249 employees","2021","3","11,205","2,183","359"
"Hawaii","722511","Full-service restaurants","All establishments","All establishments","2021","1,192","759,603","140,416","23,421"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","324","44,734","3,407","522"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","229","48,593","9,222","1,602"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","242","103,823","19,631","3,415"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","282","265,150","50,941","8,537"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","97","196,100","37,465","6,185"
"Hawaii","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","16","78,965","14,929","2,375"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","341","222,927","44,768","7,878"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","79","13,014","1,027","131"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","65","14,799","2,870","472"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","75","30,074","6,051","1,030"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","85","76,065","15,557","2,564"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","28","46,594","9,915","1,768"
"Hawaii","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","7","20,143","4,527","1,128"
"Hawaii","722511","Full-service restaurants","S-corporations","All establishments","2021","460","244,394","46,881","7,807"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","110","11,242","1,253","206"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","113","22,631","4,441","784"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","97","40,091","7,922","1,383"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","107","100,396","19,617","3,210"
"Hawaii","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","31","50,449","9,966","1,867"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","133","40,647","6,983","1,288"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","68","7,043","529","86"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","23","6,032","878","159"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","22","7,852","1,622","299"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","17","11,909","2,461","525"
"Hawaii","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","3","7,811","1,493","219"
"Hawaii","722511","Full-service restaurants","Partnerships","All establishments","2021","255","249,242","41,410","6,377"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","67","13,435","598","99"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","28","5,131","1,033","187"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","47","25,488","3,916","688"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","71","74,705","13,052","2,182"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","35","91,246","16,091","2,331"
"Hawaii","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","7","39,237","6,720","890"
"Hawaii","722511","Full-service restaurants","Non-profit","All establishments","2021","3","2,393","374","71"
"Idaho","722511","Full-service restaurants","All establishments","All establishments","2021","1,323","536,602","112,061","23,971"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","311","22,386","1,929","448"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","234","33,511","6,849","1,629"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","323","89,552","18,967","4,533"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","367","240,173","52,622","11,260"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","78","119,493","24,760","4,862"
"Idaho","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","10","31,487","6,934","1,239"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","152","107,362","23,237","4,808"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","22","1,490","105","26"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","16","2,255","524","102"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","27","8,481","1,655","406"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","54","38,543","8,766","1,894"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","29","43,937","9,399","1,898"
"Idaho","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","4","12,656","2,788","482"
"Idaho","722511","Full-service restaurants","S-corporations","All establishments","2021","591","261,878","55,421","11,090"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","112","11,453","982","181"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","99","15,805","3,415","709"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","153","45,741","9,946","2,100"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","197","133,553","29,281","5,814"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","24","36,495","7,651","1,529"
"Idaho","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","6","18,831","4,146","757"
"Idaho","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","244","45,280","9,440","2,662"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","92","4,444","509","133"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","49","4,623","1,004","321"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","62","13,836","3,040","891"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","37","18,266","3,935","1,086"
"Idaho","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","4","4,111","952","231"
"Idaho","722511","Full-service restaurants","Partnerships","All establishments","2021","333","121,334","23,822","5,357"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","84","4,987","333","108"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","69","10,667","1,878","487"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","81","21,494","4,326","1,136"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","78","49,236","10,527","2,422"
"Idaho","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","21","34,950","6,758","1,204"
"Illinois","722511","Full-service restaurants","All establishments","All establishments","2021","9,632","4,217,934","731,746","148,947"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","3,146","278,205","26,454","5,237"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","1,856","321,082","58,059","12,609"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","2,078","741,614","134,319","28,571"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","1,964","1,576,886","282,638","59,322"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","516","982,392","175,310","33,736"
"Illinois","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","71","308,139","53,338","9,121"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","2,318","1,184,078","220,655","43,147"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","826","57,886","7,852","1,478"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","442","71,661","13,951","2,934"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","337","117,757","22,831","4,560"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","442","391,513","73,148","14,194"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","239","411,565","78,927","15,713"
"Illinois","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","31","124,080","22,318","3,917"
"Illinois","722511","Full-service restaurants","S-corporations","All establishments","2021","4,837","1,759,363","318,115","66,849"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","1,452","110,977","13,191","2,619"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","977","167,464","31,507","6,713"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","1,260","450,124","83,278","17,447"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","998","739,360","137,804","29,253"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","129","219,737","39,705","8,196"
"Illinois","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","21","71,701","12,630","2,621"
"Illinois","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","866","214,365","35,032","9,543"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","386","24,907","1,922","529"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","167","20,093","3,805","1,092"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","149","40,878","6,844","2,056"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","133","78,599","14,654","3,802"
"Illinois","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","30","46,784","7,457","1,950"
"Illinois","722511","Full-service restaurants","Partnerships","All establishments","2021","1,605","1,058,950","157,668","29,361"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","478","84,115","3,427","604"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","269","61,851","8,794","1,865"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","332","132,855","21,366","4,508"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","390","366,569","56,820","12,038"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","118","304,306","49,221","7,877"
"Illinois","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","18","109,254","18,040","2,469"
"Illinois","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","4","1,146","270","40"
"Illinois","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2021","3","301","58","5"
"Indiana","722511","Full-service restaurants","All establishments","All establishments","2021","4,715","2,130,305","435,986","99,554"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","1,067","126,220","8,396","1,817"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","774","103,987","22,772","5,216"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","1,075","318,551","67,679","15,064"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","1,329","845,515","177,890","41,516"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","402","553,358","118,032","26,730"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","68","182,674","41,217","9,211"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","1,018","612,582","131,045","28,397"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","211","19,685","2,161","397"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","156","23,807","5,259","1,023"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","176","59,606","12,568","2,534"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","269","203,634","44,615","9,486"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","178","230,591","50,606","11,451"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","28","75,259","15,836","3,506"
"Indiana","722511","Full-service restaurants","S-corporations","All establishments","2021","2,231","935,812","195,017","44,344"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","394","28,528","3,688","744"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","366","52,001","11,283","2,478"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","626","191,192","40,599","8,790"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","710","428,988","89,648","21,322"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","109","159,402","32,191","7,392"
"Indiana","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","26","75,701","17,608","3,618"
"Indiana","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","562","164,688","23,820","6,639"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","231","61,387","1,316","372"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","117","11,493","2,506","783"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","87","17,540","3,554","1,135"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","110","52,149","11,212","3,145"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","17","22,119","5,232","1,204"
"Indiana","722511","Full-service restaurants","Partnerships","All establishments","2021","894","414,939","85,686","20,101"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","225","16,396","1,197","294"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","133","16,546","3,696","917"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","185","49,988","10,923","2,594"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","239","159,049","32,094","7,526"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","98","141,246","30,003","6,683"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","14","31,714","7,773","2,087"
"Indiana","722511","Full-service restaurants","Non-profit","All establishments","2021","5","329","60","24"
"Indiana","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2021","3","189","32","9"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","5","1,955","358","49"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2021","3","35","2","1"
"Iowa","722511","Full-service restaurants","All establishments","All establishments","2021","2,410","777,906","158,508","38,869"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","673","42,386","4,433","1,094"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","466","53,558","11,398","3,105"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","590","151,708","32,278","8,079"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","544","331,545","67,917","16,591"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","115","143,065","29,746","7,345"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","22","55,644","12,736","2,655"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","392","206,196","44,723","10,204"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","94","7,255","861","169"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","52","6,953","1,576","347"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","71","22,021","5,119","942"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","100","70,155","14,941","3,393"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","64","75,304","16,688","4,108"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","11","24,508","5,538","1,245"
"Iowa","722511","Full-service restaurants","S-corporations","All establishments","2021","1,045","348,628","71,188","17,175"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","216","17,016","1,931","392"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","212","27,150","5,867","1,435"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","295","81,417","17,233","4,133"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","289","169,128","34,530","8,501"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","25","31,448","6,256","1,636"
"Iowa","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","8","22,469","5,371","1,078"
"Iowa","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","463","64,958","13,452","4,360"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","197","6,622","925","309"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","109","9,470","2,061","701"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","95","16,247","3,445","1,250"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","55","23,584","5,142","1,624"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","7","9,035","1,879","476"
"Iowa","722511","Full-service restaurants","Partnerships","All establishments","2021","507","158,029","29,126","7,119"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","164","11,440","703","217"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","92","9,943","1,888","618"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","129","32,023","6,481","1,754"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","100","68,678","13,304","3,073"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","19","27,278","4,923","1,125"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","3","8,667","1,827","332"
"Kansas","722511","Full-service restaurants","All establishments","All establishments","2021","2,196","845,955","175,267","41,412"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","589","38,857","4,500","1,050"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","410","51,246","11,564","2,864"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","455","115,203","25,192","6,332"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","534","334,340","71,384","16,500"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","192","266,065","54,043","12,746"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","16","40,244","8,584","1,920"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","380","225,593","46,736","10,672"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","74","5,388","844","157"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","62","9,638","2,134","444"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","66","18,107","4,027","874"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","88","50,690","11,138","2,716"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","83","123,154","24,819","5,644"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","7","18,616","3,774","837"
"Kansas","722511","Full-service restaurants","S-corporations","All establishments","2021","753","321,550","66,990","14,858"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","138","12,693","1,648","284"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","136","20,314","4,608","943"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","195","56,392","12,366","2,830"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","230","152,747","31,893","6,900"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","49","65,986","13,340","3,234"
"Kansas","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","5","13,418","3,135","667"
"Kansas","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","499","85,918","19,114","5,281"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","226","9,876","1,256","380"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","109","9,185","2,189","741"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","74","13,889","3,233","1,002"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","77","39,721","9,408","2,413"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","13","13,247","3,028","745"
"Kansas","722511","Full-service restaurants","Partnerships","All establishments","2021","560","212,014","42,250","10,555"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","150","10,802","751","228"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","101","12,051","2,620","720"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","120","26,815","5,566","1,626"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","138","90,458","18,782","4,442"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","47","63,678","12,856","3,123"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","4","8,210","1,675","416"
"Kentucky","722511","Full-service restaurants","All establishments","All establishments","2021","2,712","1,196,326","246,063","55,713"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","663","55,034","4,819","1,040"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","475","65,138","13,799","3,290"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","641","195,684","41,658","9,116"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","648","420,319","88,649","20,285"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","243","342,564","72,564","16,356"
"Kentucky","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","42","117,587","24,574","5,626"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","614","393,692","83,931","18,048"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","110","10,388","1,001","170"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","88","13,025","3,008","611"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","135","51,896","11,408","2,043"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","144","110,997","24,299","5,172"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","124","174,129","37,541","8,523"
"Kentucky","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","13","33,257","6,674","1,529"
"Kentucky","722511","Full-service restaurants","S-corporations","All establishments","2021","1,149","462,956","96,676","21,661"
"Kentucky","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","212","17,217","1,863","351"
"Kentucky","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","213","33,055","6,870","1,465"
"Kentucky","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","340","100,849","21,715","4,720"
